,IP,time
2482,180.76.6.54,3913517
2483,208.115.111.,3913500
2484,208.115.111.,3913500
2485,208.115.111.,3913500
2486,208.115.111.,3913500
2487,208.115.111.,3913500
2488,208.115.111.,3913500
2489,208.115.111.,3913500
2490,208.115.111.,3913500
2491,208.115.111.,3913500
2492,208.115.111.,3913500
2493,208.115.111.,3913500
2494,208.115.111.,3913500
2495,208.115.111.,3913500
2496,208.115.111.,3913500
2497,208.115.111.,3913500
2498,208.115.111.,3913500
2499,46.105.14.53,3913503
2500,66.249.73.18,3913501
2501,74.125.176.1,3913500
2502,188.207.200.,3913500
2503,188.207.200.,3913500
2504,188.35.22.24,3913557
2505,80.32.77.152,3913541
2506,80.32.77.152,3913555
2507,80.32.77.152,3913505
2508,80.32.77.152,3913555
2509,80.32.77.152,3913557
2510,80.32.77.152,3913524
2511,80.32.77.152,3913504
2512,188.35.22.24,3913545
2513,50.177.153.2,3913500
2514,50.16.19.13,3913536
2515,46.105.14.53,3913557
2516,80.32.77.152,3913522
2517,66.249.73.13,3913504
2518,197.153.69.1,3913500
2519,80.32.77.152,3913531
2520,178.137.95.7,3913505
2521,66.249.73.13,3913504
2522,66.147.244.1,3913500
2523,108.174.55.2,3913500
2524,217.172.190.,3913500
2525,217.172.190.,3913500
2526,92.234.93.24,3913500
2527,92.234.93.24,3913502
2528,92.234.93.24,3913504
2529,92.234.93.24,3913502
2530,92.234.93.24,3913504
2531,92.234.93.24,3913500
2532,178.255.215.,3913500
2533,178.255.215.,3913500
2534,178.255.215.,3913500
2535,81.187.167.2,3913500
2536,81.187.167.2,3913500
2537,81.187.167.2,3913500
2538,81.187.167.2,3913500
2539,81.187.167.2,3913500
2540,81.187.167.2,3913500
2541,157.56.93.15,3913501
2542,68.180.224.2,3913500
2543,66.249.73.13,3913500
2544,66.249.73.13,3913504
2545,46.105.14.53,3913512
2546,100.43.83.13,3913503
2547,208.115.113.,3913500
2548,208.115.113.,3913500
2549,187.210.142.,3913501
2550,198.46.149.1,3913500
2551,198.46.149.1,3913500
2552,180.76.5.214,3913500
2553,66.249.73.13,3913501
2554,208.91.156.1,3913502
2555,122.146.177.,3913500
2556,122.146.177.,3913500
2557,122.146.177.,3913500
2558,122.146.177.,3913500
2559,122.146.177.,3913500
2560,122.146.177.,3913500
2561,122.146.177.,3913500
2562,87.179.0.125,3913522
2563,46.105.14.53,3913510
2564,202.86.115.1,3913500
2565,202.86.115.1,3913500
2566,202.86.115.1,3913500
2567,202.86.115.1,3913500
2568,202.86.115.1,3913500
2569,192.185.81.1,3913500
2570,157.56.93.40,3913551
2571,91.179.36.13,3913500
2572,91.179.36.13,3913505
2573,91.179.36.13,3913503
2574,91.179.36.13,3913505
2575,91.179.36.13,3913502
2576,91.179.36.13,3913502
2577,68.180.224.2,3913500
2578,74.125.176.1,3913500
2579,195.248.32.2,3913500
2580,66.249.73.13,3913501
2581,50.105.149.9,3913505
2582,75.93.220.11,3913501
2583,75.97.9.59 -,3913529
2584,75.97.9.59 -,3913538
2585,75.97.9.59 -,3913532
2586,75.97.9.59 -,3913559
2587,75.97.9.59 -,3913549
2588,75.97.9.59 -,3917139
2589,75.97.9.59 -,3917126
2590,75.97.9.59 -,3917120
2591,75.97.9.59 -,3917122
2592,75.97.9.59 -,3917156
2593,75.97.9.59 -,3917116
2594,75.97.9.59 -,3917152
2595,75.97.9.59 -,3917118
2596,75.97.9.59 -,3917139
2597,75.97.9.59 -,3917137
2598,75.97.9.59 -,3917108
2599,75.97.9.59 -,3917157
2600,75.97.9.59 -,3917155
2601,75.97.9.59 -,3917150
2602,75.97.9.59 -,3917113
2603,75.97.9.59 -,3917115
2604,75.97.9.59 -,3917155
2605,75.97.9.59 -,3917109
2606,75.97.9.59 -,3917130
2607,75.97.9.59 -,3917103
2608,75.97.9.59 -,3917131
2609,75.97.9.59 -,3917128
2610,75.97.9.59 -,3917121
2611,75.97.9.59 -,3917106
2612,75.97.9.59 -,3917123
2613,75.97.9.59 -,3917145
2614,75.97.9.59 -,3917123
2615,75.97.9.59 -,3917158
2616,75.97.9.59 -,3917101
2617,75.97.9.59 -,3917158
2618,75.97.9.59 -,3917127
2619,75.97.9.59 -,3917154
2620,75.97.9.59 -,3917110
2621,75.97.9.59 -,3917143
2622,75.97.9.59 -,3917121
2623,75.97.9.59 -,3917115
2624,75.97.9.59 -,3917143
2625,75.97.9.59 -,3917108
2626,75.97.9.59 -,3917121
2627,75.97.9.59 -,3917137
2628,75.97.9.59 -,3917128
2629,75.97.9.59 -,3917136
2630,75.97.9.59 -,3917128
2631,75.97.9.59 -,3917105
2632,75.97.9.59 -,3917138
2633,75.97.9.59 -,3917128
2634,75.97.9.59 -,3917148
2635,75.97.9.59 -,3917149
2636,75.97.9.59 -,3917134
2637,75.97.9.59 -,3917140
2638,75.97.9.59 -,3917158
2639,75.97.9.59 -,3917150
2640,75.97.9.59 -,3917139
2641,75.97.9.59 -,3917125
2642,75.97.9.59 -,3917129
2643,75.97.9.59 -,3917110
2644,75.97.9.59 -,3917120
2645,75.97.9.59 -,3917108
2646,75.97.9.59 -,3917109
2647,75.97.9.59 -,3917125
2648,75.97.9.59 -,3917114
2649,75.97.9.59 -,3917111
2650,75.97.9.59 -,3917100
2651,75.97.9.59 -,3917144
2652,75.97.9.59 -,3917142
2653,75.97.9.59 -,3917110
2654,75.97.9.59 -,3917140
2655,75.97.9.59 -,3917154
2656,75.97.9.59 -,3917117
2657,75.97.9.59 -,3917141
2658,75.97.9.59 -,3917123
2659,75.97.9.59 -,3917151
2660,75.97.9.59 -,3917135
2661,75.97.9.59 -,3917102
2662,75.97.9.59 -,3917141
2663,75.97.9.59 -,3917122
2664,75.97.9.59 -,3917159
2665,75.97.9.59 -,3917110
2666,75.97.9.59 -,3917142
2667,75.97.9.59 -,3917109
2668,75.97.9.59 -,3917116
2669,75.97.9.59 -,3917129
2670,75.97.9.59 -,3917140
2671,75.97.9.59 -,3917122
2672,75.97.9.59 -,3917108
2673,75.97.9.59 -,3917110
2674,75.97.9.59 -,3917121
2675,75.97.9.59 -,3917119
2676,75.97.9.59 -,3917145
2677,75.97.9.59 -,3917149
2678,75.97.9.59 -,3917134
2679,75.97.9.59 -,3917110
2680,50.16.19.13,3917155
2681,46.105.14.53,3917149
2682,75.97.9.59 -,3917100
2683,75.97.9.59 -,3917112
2684,75.97.9.59 -,3917140
2685,75.97.9.59 -,3917123
2686,75.97.9.59 -,3917122
2687,75.97.9.59 -,3917108
2688,75.97.9.59 -,3917100
2689,75.97.9.59 -,3917136
2690,75.97.9.59 -,3917108
2691,75.97.9.59 -,3917150
2692,75.97.9.59 -,3917110
2693,75.97.9.59 -,3917150
2694,75.97.9.59 -,3917127
2695,75.97.9.59 -,3917156
2696,75.97.9.59 -,3917146
2697,75.97.9.59 -,3917135
2698,75.97.9.59 -,3920722
2699,75.97.9.59 -,3920719
2700,75.97.9.59 -,3920716
2701,75.97.9.59 -,3920753
2702,75.97.9.59 -,3920723
2703,75.97.9.59 -,3920717
2704,75.97.9.59 -,3920741
2705,75.97.9.59 -,3920710
2706,75.97.9.59 -,3920752
2707,75.97.9.59 -,3920736
2708,75.97.9.59 -,3920726
2709,75.97.9.59 -,3920742
2710,75.97.9.59 -,3920722
2711,75.97.9.59 -,3920707
2712,75.97.9.59 -,3920700
2713,75.97.9.59 -,3920737
2714,75.97.9.59 -,3920708
2715,75.97.9.59 -,3920732
2716,75.97.9.59 -,3920744
2717,75.97.9.59 -,3920752
2718,75.97.9.59 -,3920719
2719,75.97.9.59 -,3920736
2720,75.97.9.59 -,3920705
2721,75.97.9.59 -,3920730
2722,75.97.9.59 -,3920732
2723,75.97.9.59 -,3920754
2724,75.97.9.59 -,3920709
2725,75.97.9.59 -,3920728
2726,75.97.9.59 -,3920713
2727,75.97.9.59 -,3920729
2728,75.97.9.59 -,3920730
2729,75.97.9.59 -,3920734
2730,75.97.9.59 -,3920725
2731,66.249.73.13,3920701
2732,75.97.9.59 -,3920734
2733,75.97.9.59 -,3920753
2734,75.97.9.59 -,3920755
2735,75.97.9.59 -,3920731
2736,75.97.9.59 -,3920715
2737,75.97.9.59 -,3920754
2738,75.97.9.59 -,3920758
2739,75.97.9.59 -,3920700
2740,75.97.9.59 -,3920745
2741,75.97.9.59 -,3920726
2742,75.97.9.59 -,3920719
2743,75.97.9.59 -,3920717
2744,75.97.9.59 -,3920736
2745,75.97.9.59 -,3920745
2746,75.97.9.59 -,3920755
2747,75.97.9.59 -,3920720
2748,75.97.9.59 -,3920758
2749,75.97.9.59 -,3920749
2750,75.97.9.59 -,3920711
2751,75.97.9.59 -,3920703
2752,75.97.9.59 -,3920755
2753,75.97.9.59 -,3920729
2754,75.97.9.59 -,3920708
2755,75.97.9.59 -,3920705
2756,75.97.9.59 -,3920756
2757,75.97.9.59 -,3920749
2758,75.97.9.59 -,3920701
2759,75.97.9.59 -,3920726
2760,75.97.9.59 -,3920755
2761,75.97.9.59 -,3920758
2762,75.97.9.59 -,3920738
2763,75.97.9.59 -,3920741
2764,75.97.9.59 -,3920711
2765,75.97.9.59 -,3920729
2766,75.97.9.59 -,3920706
2767,75.97.9.59 -,3920708
2768,75.97.9.59 -,3920714
2769,75.97.9.59 -,3920728
2770,75.97.9.59 -,3920711
2771,75.97.9.59 -,3920733
2772,75.97.9.59 -,3920719
2773,75.97.9.59 -,3920759
2774,75.97.9.59 -,3920715
2775,75.97.9.59 -,3920745
2776,75.97.9.59 -,3920721
2777,75.97.9.59 -,3920733
2778,75.97.9.59 -,3920751
2779,75.97.9.59 -,3920705
2780,75.97.9.59 -,3920707
2781,75.97.9.59 -,3920759
2782,99.11.114.24,3920701
2783,75.97.9.59 -,3920734
2784,46.105.14.53,3920712
2785,216.14.208.1,3920700
2786,70.186.197.1,3920700
2787,70.186.197.1,3920700
2788,70.186.197.1,3920700
2789,70.186.197.1,3920700
2790,70.186.197.1,3920700
2791,70.186.197.1,3920700
2792,66.249.73.13,3920705
2793,208.93.0.48,3920717
2794,180.76.5.204,3920753
2795,107.170.41.6,3920704
2796,46.105.14.53,3920710
2797,193.77.124.1,3920702
2798,193.77.124.1,3920700
2799,193.77.124.1,3920700
2800,193.77.124.1,3920704
2801,193.77.124.1,3920700
2802,193.77.124.1,3920701
2803,69.50.176.67,3920743
2804,187.45.193.1,3920700
2805,112.133.195.,3920700
2806,68.88.73.113,3920735
2807,68.88.73.113,3920751
2808,76.115.204.1,3920700
2809,76.115.204.1,3920700
2810,76.115.204.1,3920700
2811,76.115.204.1,3920700
2812,76.115.204.1,3920700
2813,76.115.204.1,3920700
2814,66.249.73.13,3920701
2815,209.85.238.1,3920700
2816,68.88.73.113,3920717
2817,68.88.73.113,3920741
2818,74.125.176.1,3920700
2819,46.105.14.53,3920741
2820,199.16.156.1,3924300
2821,199.16.156.1,3924300
2822,50.16.19.13,3924331
2823,66.249.73.13,3924303
2824,81.169.144.1,3924300
2825,180.76.5.71,3924317
2826,46.105.14.53,3924336
2827,157.55.33.44,3924301
2828,54.225.29.47,3924317
2829,94.197.120.2,3924300
2830,157.56.229.1,3924300
2831,68.4.202.231,3924341
2832,209.85.238.1,3924300
2833,92.230.229.4,3924300
2834,92.230.229.4,3924301
2835,92.230.229.4,3924301
2836,92.230.229.4,3924300
2837,92.230.229.4,3924300
2838,92.230.229.4,3924303
2839,68.4.202.231,3924329
2840,68.4.202.231,3924348
2841,68.4.202.231,3924337
2842,68.4.202.231,3924348
2843,68.4.202.231,3924350
2844,180.180.97.1,3924300
2845,180.180.97.1,3924300
2846,23.105.131.2,3924300
2847,107.203.4.32,3924341
2848,107.203.4.32,3924345
2849,107.203.4.32,3924309
2850,107.203.4.32,3924355
2851,107.203.4.32,3924326
2852,107.203.4.32,3924352
2853,208.91.156.1,3924303
2854,23.105.131.7,3924300
2855,208.93.0.48,3924331
2856,46.105.14.53,3924322
2857,66.249.73.13,3924303
2858,66.249.73.13,3924305
2859,24.151.226.6,3924301
2860,24.151.226.6,3924300
2861,208.115.113.,3924300
2862,66.249.73.13,3924302
2863,46.105.14.53,3924311
2864,66.249.73.18,3924302
2865,100.43.83.13,3924301
2866,50.16.19.13,3924338
2867,23.92.61.96,3924353
2868,23.92.61.96,3924343
2869,66.249.73.13,3924301
2870,66.249.73.13,3924303
2871,74.125.40.19,3924301
2872,46.105.14.53,3924359
2873,41.141.61.16,3924303
2874,209.85.238.1,3924300
2875,66.249.73.13,3924300
2876,198.46.149.1,3924300
2877,198.46.149.1,3924300
2878,66.249.73.13,3924302
2879,66.249.73.13,3924305
2880,46.105.14.53,3924324
2881,179.186.211.,3924300
2882,178.255.215.,3924300
2883,66.249.73.13,3924300
2884,86.180.53.11,3924304
2885,201.124.21.1,3924300
2886,46.105.14.53,3924314
2887,66.249.73.13,3924301
2888,177.106.12.2,3924300
2889,177.106.12.2,3924300
2890,177.106.12.2,3924300
2891,177.106.12.2,3924300
2892,177.106.12.2,3924300
2893,177.106.12.2,3924300
2894,177.106.12.2,3924300
2895,157.55.35.36,3924318
2896,66.249.73.13,3924305
2897,107.170.41.6,3924305
2898,84.52.150.17,3924349
2899,84.52.150.17,3924303
2900,84.52.150.17,3924331
2901,84.52.150.17,3924342
2902,84.52.150.17,3924318
2903,84.52.150.17,3924338
2904,84.52.150.17,3924353
2905,50.16.19.13,3924340
2906,37.237.137.5,3924304
2907,46.105.14.53,3924355
2908,180.76.6.233,3924338
2909,180.76.5.191,3924309
2910,74.125.176.1,3924300
2911,68.88.73.113,3924304
2912,68.88.73.113,3924307
2913,66.249.81.20,3924316
2914,66.249.81.20,3924330
2915,66.249.73.18,3924305
2916,97.93.16.156,3924349
2917,68.180.224.2,3924300
2918,68.180.224.2,3924300
2919,208.91.156.1,3924305
2920,69.63.23.193,3924341
2921,216.14.102.1,3924301
2922,216.14.102.1,3924300
2923,66.147.242.1,3924300
2924,46.105.14.53,3924336
2925,66.249.73.13,3924301
2926,108.174.55.2,3924300
2927,66.249.73.13,3924302
2928,130.117.119.,3924300
2929,201.124.21.1,3924300
2930,201.124.21.1,3924300
2931,201.124.21.1,3924300
2932,201.124.21.1,3924300
2933,201.124.21.1,3924300
2934,100.43.83.13,3924301
2935,100.43.83.13,3924300
2936,100.43.83.13,3924305
2937,100.43.83.13,3924305
2938,100.43.83.13,3924304
2939,100.43.83.13,3924301
2940,100.43.83.13,3924305
2941,100.43.83.13,3924301
2942,100.43.83.13,3924302
2943,100.43.83.13,3924300
2944,100.43.83.13,3924300
2945,100.43.83.13,3924300
2946,46.105.14.53,3924351
2947,172.251.97.5,3924302
2948,66.249.73.13,3924305
2949,194.150.156.,3924300
2950,203.206.205.,3924300
2951,203.206.205.,3924300
2952,203.206.205.,3927900
2953,203.206.205.,3927900
2954,203.206.205.,3927900
2955,203.206.205.,3927900
2956,209.85.238.1,3927900
2957,176.92.75.62,3927954
2958,50.16.19.13,3927946
2959,177.106.12.2,3927900
2960,46.105.14.53,3927956
2961,177.144.77.8,3927905
2962,180.76.5.173,3927958
2963,202.232.30.2,3927900
2964,202.232.30.2,3927900
2965,74.125.176.1,3927900
2966,46.105.14.53,3927915
2967,66.249.73.13,3927904
2968,190.250.238.,3927900
2969,91.236.74.5,3927948
2970,68.4.202.231,3927904
2971,46.118.158.2,3927901
2972,178.255.215.,3927900
2973,209.85.238.1,3927900
2974,180.76.6.142,3927901
2975,66.249.73.18,3927900
2976,46.105.14.53,3927929
2977,66.249.73.13,3927900
2978,66.249.73.13,3927900
2979,173.55.80.15,3927905
2980,66.249.73.13,3927900
2981,66.249.73.13,3927902
2982,66.249.73.13,3927904
2983,68.180.224.2,3927900
2984,173.55.80.15,3927905
2985,66.249.73.13,3927904
2986,46.105.14.53,3927948
2987,180.76.6.213,3927932
2988,66.249.73.18,3927904
2989,85.246.85.57,3927910
2990,100.43.83.13,3927905
2991,50.16.19.13,3927906
2992,100.43.83.13,3927905
2993,100.43.83.13,3927902
2994,100.43.83.13,3927903
2995,100.43.83.13,3927902
2996,181.141.250.,3927900
2997,187.211.57.2,3927900
2998,198.46.149.1,3927900
2999,198.46.149.1,3927900
3000,66.249.73.13,3927903
3001,74.125.176.1,3927900
3002,209.85.238.1,3927900
3003,208.91.156.1,3927902
3004,46.105.14.53,3927908
3005,86.28.207.22,3927947
3006,86.28.207.22,3927921
3007,86.28.207.22,3927902
3008,86.28.207.22,3927918
3009,184.169.233.,3927900
3010,107.170.41.6,3927904
3011,59.124.42.16,3927904
3012,59.124.42.16,3927902
3013,59.124.42.16,3927901
3014,59.124.42.16,3927905
3015,59.124.42.16,3927902
3016,204.93.54.17,3927904
3017,204.93.54.17,3927900
3018,174.93.161.1,3927900
3019,174.93.161.1,3927900
3020,174.93.161.1,3927900
3021,174.93.161.1,3927900
3022,174.93.161.1,3927900
3023,174.93.161.1,3927900
3024,66.249.73.13,3927900
3025,46.105.14.53,3927911
3026,94.153.9.168,3927947
3027,94.153.9.168,3927907
3028,24.210.169.3,3927904
3029,23.105.131.1,3927900
3030,157.55.33.88,3927953
3031,187.16.77.11,3927903
3032,66.249.73.13,3927900
3033,68.180.224.2,3927900
3034,187.45.193.1,3927900
3035,23.105.131.6,3927903
3036,46.105.14.53,3927925
3037,180.76.6.46,3927913
3038,66.249.73.13,3927904
3039,209.85.238.1,3927900
3040,68.183.65.14,3927904
3041,68.183.65.14,3927904
3042,68.183.65.14,3927903
3043,68.183.65.14,3927903
3044,68.183.65.14,3927901
3045,68.183.65.14,3927905
3046,180.76.6.43,3927912
3047,111.117.160.,3927900
3048,50.16.19.13,3927927
3049,79.103.41.39,3927934
3050,209.85.238.1,3927900
3051,157.55.35.36,3927917
3052,82.98.148.16,3927903
3053,82.98.148.16,3927900
3054,75.144.62.18,3927905
3055,75.144.62.18,3927901
3056,75.144.62.18,3927900
3057,75.144.62.18,3927904
3058,75.144.62.18,3927900
3059,75.144.62.18,3927903
3060,46.105.14.53,3927920
3061,74.125.176.1,3927900
3062,199.16.156.1,3927900
3063,199.16.156.1,3927900
3064,23.105.131.2,3927945
3065,69.175.14.22,3927905
3066,69.175.87.24,3927904
3067,209.85.238.1,3927900
3068,79.170.40.34,3927908
3069,66.249.73.13,3927901
3070,67.253.133.1,3927900
3071,67.253.133.1,3927900
3072,67.253.133.1,3927900
3073,67.253.133.1,3931500
3074,67.253.133.1,3931500
3075,67.253.133.1,3931500
3076,66.249.73.13,3931504
3077,66.249.73.13,3931504
3078,99.11.114.24,3931502
3079,217.69.133.2,3931500
3080,217.69.133.2,3931500
3081,46.105.14.53,3931554
3082,79.103.41.39,3931508
3083,79.103.41.39,3931507
3084,79.103.41.39,3931521
3085,79.103.41.39,3931525
3086,79.103.41.39,3931508
3087,79.103.41.39,3931549
3088,79.103.41.39,3931559
3089,79.103.41.39,3931520
3090,79.103.41.39,3931507
3091,79.103.41.39,3931514
3092,79.103.41.39,3931526
3093,66.249.73.13,3931505
3094,217.69.133.2,3931500
3095,217.69.133.2,3931500
3096,217.69.133.2,3931500
3097,202.46.62.20,3931500
3098,99.179.126.7,3931501
3099,74.221.220.1,3931500
3100,74.221.220.1,3931500
3101,68.180.224.2,3931500
3102,119.63.193.1,3931500
3103,178.255.215.,3931500
3104,46.105.14.53,3931543
3105,180.76.5.173,3931554
3106,67.244.81.20,3931505
3107,67.244.81.20,3931502
3108,67.244.81.20,3931501
3109,67.244.81.20,3931503
3110,67.244.81.20,3931500
3111,67.244.81.20,3931504
3112,71.207.12.53,3931535
3113,50.16.19.13,3931517
3114,95.97.244.10,3931503
3115,95.97.244.10,3931502
3116,95.97.244.10,3931500
3117,95.97.244.10,3931504
3118,95.97.244.10,3931504
3119,95.97.244.10,3931500
3120,212.159.68.2,3931500
3121,212.159.68.2,3931500
3122,212.159.68.2,3931500
3123,212.159.68.2,3931500
3124,212.159.68.2,3931500
3125,212.159.68.2,3931500
3126,68.180.224.2,3931500
3127,46.105.14.53,3931529
3128,208.91.156.1,3931501
3129,66.249.73.18,3931501
3130,66.249.73.13,3931502
3131,74.125.176.1,3931500
3132,199.168.96.6,3931504
3133,199.168.96.6,3931504
3134,199.168.96.6,3931500
3135,199.168.96.6,3931502
3136,199.168.96.6,3931500
3137,199.168.96.6,3931503
3138,199.168.96.6,3931501
3139,199.168.96.6,3931503
3140,199.168.96.6,3931500
3141,199.168.96.6,3931501
3142,199.168.96.6,3931501
3143,199.168.96.6,3931500
3144,199.168.96.6,3931504
3145,199.168.96.6,3931501
3146,199.168.96.6,3931501
3147,199.168.96.6,3931501
3148,199.168.96.6,3931502
3149,199.168.96.6,3931503
3150,199.168.96.6,3931503
3151,199.168.96.6,3931504
3152,199.168.96.6,3931502
3153,199.168.96.6,3931502
3154,199.168.96.6,3931505
3155,199.168.96.6,3931502
3156,199.168.96.6,3931502
3157,199.168.96.6,3931505
3158,199.168.96.6,3931504
3159,199.168.96.6,3931501
3160,199.168.96.6,3931502
3161,199.168.96.6,3931501
3162,199.168.96.6,3931501
3163,199.168.96.6,3931505
3164,199.168.96.6,3931503
3165,199.168.96.6,3931502
3166,199.168.96.6,3931503
3167,199.168.96.6,3931504
3168,199.168.96.6,3931504
3169,199.168.96.6,3931502
3170,199.168.96.6,3931502
3171,199.168.96.6,3931501
3172,199.168.96.6,3931500
3173,66.249.73.13,3931502
3174,72.215.249.1,3931500
3175,72.215.249.1,3931500
3176,72.215.249.1,3931500
3177,72.215.249.1,3931500
3178,72.215.249.1,3931500
3179,72.215.249.1,3931500
3180,66.249.73.13,3931503
3181,208.115.113.,3931500
3182,208.115.113.,3931500
3183,208.115.113.,3931500
3184,208.115.113.,3931500
3185,208.115.113.,3931500
3186,208.115.113.,3931500
3187,157.55.33.11,3931502
3188,208.115.113.,3931500
3189,208.115.113.,3931500
3190,208.115.113.,3931500
3191,208.115.113.,3931500
3192,208.115.113.,3931500
3193,208.115.113.,3935100
3194,208.115.113.,3935100
3195,208.115.113.,3935100
3196,208.115.113.,3935100
3197,208.115.113.,3935100
3198,208.115.113.,3935100
3199,208.115.113.,3935100
3200,208.115.113.,3935100
3201,208.115.113.,3935100
3202,46.105.14.53,3935135
3203,66.249.81.91,3935116
3204,178.255.215.,3935100
3205,180.76.6.230,3935146
3206,96.36.44.80,3935108
3207,96.36.44.80,3935138
3208,96.36.44.80,3935108
3209,96.36.44.80,3935125
3210,96.36.44.80,3935135
3211,96.36.44.80,3935100
3212,88.120.89.50,3935108
3213,88.120.89.50,3935159
3214,65.172.240.1,3935100
3215,65.172.240.1,3935100
3216,65.172.240.1,3935100
3217,65.172.240.1,3935100
3218,65.172.240.1,3935100
3219,65.172.240.1,3935100
3220,204.236.162.,3935100
3221,66.249.73.13,3935100
3222,209.85.238.1,3935100
3223,46.105.14.53,3935135
3224,180.76.5.39,3935109
3225,222.77.201.1,3935100
3226,222.77.201.1,3935100
3227,107.170.40.2,3935100
3228,213.10.136.1,3935100
3229,213.10.136.1,3935100
3230,213.10.136.1,3935100
3231,213.10.136.1,3935100
3232,213.10.136.1,3935100
3233,213.10.136.1,3935100
3234,213.10.136.1,3935100
3235,67.244.81.20,3935104
3236,108.174.55.2,3935100
3237,198.46.149.1,3935100
3238,198.46.149.1,3935100
3239,180.183.207.,3935100
3240,180.183.207.,3935100
3241,66.249.73.13,3935105
3242,203.81.69.86,3935156
3243,46.105.14.53,3935137
3244,50.16.19.13,3935152
3245,112.208.14.1,3935100
3246,76.2.185.161,3935117
3247,76.2.185.161,3935136
3248,76.2.185.161,3935157
3249,76.2.185.161,3935100
3250,76.2.185.161,3935118
3251,76.2.185.161,3935132
3252,76.2.185.161,3935100
3253,157.56.92.15,3935102
3254,66.249.73.13,3935101
3255,74.125.176.1,3935100
3256,66.249.73.13,3935100
3257,120.202.255.,3935100
3258,46.105.14.53,3935152
3259,189.170.95.1,3935100
3260,189.170.95.1,3935100
3261,189.170.95.1,3935100
3262,189.170.95.1,3935100
3263,189.170.95.1,3935100
3264,189.170.95.1,3935100
3265,203.41.198.3,3935103
3266,203.41.198.3,3935104
3267,203.41.198.3,3935102
3268,203.41.198.3,3935101
3269,203.41.198.3,3935105
3270,203.41.198.3,3935105
3271,66.249.73.13,3935102
3272,24.147.91.10,3935102
3273,24.147.91.10,3935105
3274,24.147.91.10,3935104
3275,24.147.91.10,3935100
3276,24.147.91.10,3935104
3277,24.147.91.10,3935100
3278,46.105.14.53,3935149
3279,180.76.6.156,3935124
3280,66.249.73.13,3935105
3281,176.92.75.62,3935129
3282,176.92.75.62,3935125
3283,176.92.75.62,3935152
3284,176.92.75.62,3935137
3285,68.180.224.2,3935100
3286,180.76.6.231,3935134
3287,46.105.14.53,3935151
3288,208.91.156.1,3935103
3289,209.85.238.1,3935100
3290,50.16.19.13,3935101
3291,66.249.73.13,3935103
3292,68.180.224.2,3935100
3293,66.249.73.18,3935101
3294,216.152.249.,3935100
3295,74.125.19.80,3935133
3296,23.105.131.2,3935100
3297,46.105.14.53,3935145
3298,95.49.190.24,3935105
3299,95.49.190.24,3935101
3300,207.241.237.,3935100
3301,207.241.237.,3935100
3302,208.115.111.,3935100
3303,208.115.111.,3935100
3304,207.241.237.,3935100
3305,207.241.237.,3935100
3306,54.219.60.15,3935103
3307,46.105.14.53,3935158
3308,180.76.5.167,3935136
3309,67.233.210.4,3935101
3310,67.233.210.4,3935105
3311,67.233.210.4,3935102
3312,67.233.210.4,3938701
3313,67.233.210.4,3938700
3314,66.249.73.13,3938705
3315,66.249.73.13,3938704
3316,66.249.73.13,3938700
3317,66.249.73.13,3938701
3318,66.249.73.13,3938703
3319,46.105.14.53,3938701
3320,98.85.3.179,3938707
3321,66.249.73.13,3938703
3322,50.16.19.13,3938711
3323,121.162.188.,3938700
3324,98.206.132.1,3938700
3325,107.170.40.1,3938700
3326,98.206.132.1,3938700
3327,220.181.108.,3938700
3328,46.105.14.53,3938755
3329,98.206.132.1,3938700
3330,66.249.73.13,3938702
3331,74.125.19.82,3938727
3332,209.85.238.1,3938700
3333,66.249.73.13,3938700
3334,66.249.73.13,3938704
3335,180.76.5.75,3938727
3336,61.119.116.2,3938701
3337,66.249.73.13,3938701
3338,218.240.60.2,3938700
3339,216.151.154.,3938700
3340,216.151.154.,3938700
3341,110.170.125.,3938701
3342,110.170.125.,3938701
3343,110.170.125.,3938701
3344,110.170.125.,3938703
3345,110.170.125.,3938704
3346,110.170.125.,3938703
3347,66.249.73.13,3938703
3348,46.105.14.53,3938710
3349,180.76.6.232,3938712
3350,218.240.60.2,3938700
3351,157.55.32.18,3938705
3352,82.145.208.9,3938701
3353,82.145.208.9,3938701
3354,82.145.208.9,3938705
3355,82.145.208.9,3938704
3356,82.145.208.9,3938704
3357,82.145.208.9,3938702
3358,198.46.149.1,3938700
3359,198.46.149.1,3938700
3360,123.125.71.9,3938701
3361,66.249.73.13,3938702
3362,46.105.14.53,3938748
3363,198.148.112.,3938700
3364,198.148.112.,3938700
3365,208.91.156.1,3938701
3366,110.170.125.,3938700
3367,37.72.189.12,3938701
3368,37.72.189.12,3938700
3369,50.16.19.13,3938721
3370,66.249.73.13,3938701
3371,46.105.14.53,3938705
3372,199.16.156.1,3938700
3373,199.16.156.1,3938700
3374,96.49.174.10,3938704
3375,74.125.176.1,3938700
3376,66.249.73.18,3938703
3377,209.85.238.1,3938700
3378,46.105.14.53,3938715
3379,180.76.5.196,3938701
3380,121.54.41.12,3938704
3381,49.230.158.2,3938700
3382,66.249.73.13,3938705
3383,66.249.73.13,3938705
3384,71.229.217.2,3938700
3385,78.231.138.2,3938700
3386,78.231.138.2,3938700
3387,46.105.14.53,3938732
3388,208.93.0.48,3938755
3389,128.2.142.10,3938702
3390,128.2.142.10,3938704
3391,180.76.6.28,3938703
3392,88.80.20.186,3938748
3393,88.80.20.186,3938730
3394,50.149.129.1,3938700
